Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Pct_Change
2024-07-02 00:00:00-04:00,757.6505325530876,763.2118630294906,749.3334631507389,752.4971313476562,372100,0.0,0.0,
2024-07-03 00:00:00-04:00,755.2429904616642,755.2429904616642,743.8318398128324,745.155029296875,236200,0.0,0.0,-0.9756983442092637
2024-07-05 00:00:00-04:00,746.5179761372149,751.2236752852043,742.8966474778287,750.6168212890625,371400,0.0,0.0,0.7329739151517467
2024-07-08 00:00:00-04:00,749.8209025321439,756.207928185053,746.3189531719256,753.0343017578125,292000,0.0,0.0,0.32206585306713276
2024-07-09 00:00:00-04:00,755.193236673429,765.8184035852944,747.6919044166457,762.8934936523438,338900,0.0,0.0,1.3092619913218861
2024-07-10 00:00:00-04:00,766.7634721205768,774.9313478643403,757.2824260450639,771.9766235351562,325600,0.0,0.0,1.190615722691124
2024-07-11 00:00:00-04:00,781.4775805606096,799.0966271076929,780.4727556975646,793.7044677734375,459300,0.0,0.0,2.814572822008743
2024-07-12 00:00:00-04:00,797.6938994066328,810.0600826137901,793.2070418128667,800.7083740234375,466200,0.0,0.0,0.8824325091236984
2024-07-15 00:00:00-04:00,802.4791960023557,805.4438786845868,791.2571336726448,800.5292358398438,306600,0.0,0.0,-0.022372462859809872
2024-07-16 00:00:00-04:00,805.841879872609,809.5427541744327,793.356317211542,808.4484252929688,261200,0.0,0.0,0.9892442522498213
2024-07-17 00:00:00-04:00,805.8418594131949,815.2035263956855,795.0674382907797,799.01708984375,397100,0.0,0.0,-1.166597046162965
2024-07-18 00:00:00-04:00,797.723791111327,808.1499727314806,788.8694548612249,790.988525390625,339500,0.0,0.0,-1.004805098060546
2024-07-19 00:00:00-04:00,791.9237095511727,795.8932172567474,779.2888925828552,782.7808837890625,234300,0.0,0.0,-1.0376435735915623
2024-07-22 00:00:00-04:00,782.7808624695044,795.8633204387527,779.2988297388417,794.759033203125,266200,0.0,0.0,1.5302046411866943
2024-07-23 00:00:00-04:00,802.1608227383401,808.6971027338515,796.1618094986818,798.847900390625,243100,0.0,0.0,0.5144788566945335
2024-07-24 00:00:00-04:00,797.8829197945117,802.9269001526504,785.9445219921001,790.0732421875,353100,0.0,0.0,-1.0984141285011018
2024-07-25 00:00:00-04:00,793.2070204137735,797.6242299473226,763.3312120446615,765.3607177734375,538000,0.0,0.0,-3.127877656714484
2024-07-26 00:00:00-04:00,765.3607430640127,775.9759515944016,762.9332663802843,768.4647216796875,541000,0.0,0.0,0.40556091189003496
2024-07-29 00:00:00-04:00,767.5892052961816,779.1097759085092,764.1270894453409,772.5635375976562,399100,0.0,0.0,0.5333772393623537
2024-07-30 00:00:00-04:00,772.5635772462489,780.32352389043,764.1868182227759,764.8235473632812,665300,0.0,0.0,-1.0018580812709676
2024-07-31 00:00:00-04:00,774.2747657864403,795.4256371662876,766.5943648767126,786.1832885742188,718700,0.0,0.0,2.7927672055305885
2024-08-01 00:00:00-04:00,788.4317089896574,809.6820430650221,788.4317089896574,807.0158081054688,622700,0.0,0.0,2.6498298595268865
2024-08-02 00:00:00-04:00,806.558147497043,810.7664741233962,794.5799765816067,802.5090942382812,379100,0.0,0.0,-0.5584418324800056
2024-08-05 00:00:00-04:00,796.6990116758539,796.6990116758539,760.1874002537022,764.2962036132812,675400,0.0,0.0,-4.761676957850625
2024-08-06 00:00:00-04:00,763.5799196382969,787.2179562832843,759.5705786851747,780.5821533203125,410400,0.0,0.0,2.1308426798455793
2024-08-07 00:00:00-04:00,779.8360434999972,795.8832450723629,775.1502611266411,776.2843627929688,695000,0.0,0.0,-0.5505878540858933
2024-08-08 00:00:00-04:00,771.7577375587804,808.5777568478691,768.0369465229835,805.3245239257812,716700,0.0,0.0,3.740917957992851
2024-08-09 00:00:00-04:00,807.7818520985123,819.1133959002483,800.2407471638269,814.67626953125,365900,0.0,0.0,1.1612393920255926
2024-08-12 00:00:00-04:00,810.8161623449112,815.7904946292358,799.1563566169325,814.8851928710938,409000,0.0,0.0,0.025644952192349635
2024-08-13 00:00:00-04:00,820.7648474319756,827.2016044223267,816.7754231247222,825.3810424804688,429200,0.0,0.0,1.2880157476410803
2024-08-14 00:00:00-04:00,827.4801764303286,838.9410574573194,824.5552666149749,837.170166015625,566500,0.0,0.0,1.4283249709403423
2024-08-15 00:00:00-04:00,833.8473664197908,834.7427098207528,822.8938767342889,825.8187866210938,553500,0.0,0.0,-1.3559225896159544
2024-08-16 00:00:00-04:00,821.5607632097032,827.4304999888569,816.7854160398298,824.4060668945312,371700,0.0,0.0,-0.17106897414416178
2024-08-19 00:00:00-04:00,816.7157479725337,830.3155560156653,816.4869481086841,826.1172485351562,304200,0.0,0.0,0.2075653866875138
2024-08-20 00:00:00-04:00,829.2908495870471,829.2908495870471,820.545995187179,825.5800170898438,284100,0.0,0.0,-0.0650308955859602
2024-08-21 00:00:00-04:00,826.0,826.9000244140625,816.010009765625,817.989990234375,382700,4.26,0.0,-0.9193569004036117
2024-08-22 00:00:00-04:00,818.3900146484375,820.8499755859375,814.1300048828125,818.9500122070312,418300,0.0,0.0,0.11736353550990675
2024-08-23 00:00:00-04:00,822.4199829101562,829.3900146484375,817.9600219726562,827.9600219726562,532500,0.0,0.0,1.1001904428016962
2024-08-26 00:00:00-04:00,830.3900146484375,833.0,816.0900268554688,818.9000244140625,284000,0.0,0.0,-1.094255437238123
2024-08-27 00:00:00-04:00,815.4199829101562,820.6799926757812,813.5999755859375,817.97998046875,257100,0.0,0.0,-0.11235119280534889
2024-08-28 00:00:00-04:00,817.47998046875,818.5,810.3099975585938,813.7000122070312,218600,0.0,0.0,-0.5232363094346271
2024-08-29 00:00:00-04:00,812.780029296875,823.3800048828125,810.0,818.739990234375,310400,0.0,0.0,0.6193901870142016
2024-08-30 00:00:00-04:00,820.3800048828125,836.47998046875,816.989990234375,834.3599853515625,521000,0.0,0.0,1.9078089874071003
2024-09-03 00:00:00-04:00,829.469970703125,835.489990234375,825.2999877929688,832.1500244140625,402400,0.0,0.0,-0.26486899854968327
2024-09-04 00:00:00-04:00,826.1900024414062,830.0,816.0,827.5900268554688,586300,0.0,0.0,-0.5479778194808715
2024-09-05 00:00:00-04:00,826.239990234375,829.0399780273438,816.5999755859375,821.739990234375,333700,0.0,0.0,-0.7068761622613717
2024-09-06 00:00:00-04:00,821.530029296875,825.010009765625,809.5399780273438,817.9600219726562,457700,0.0,0.0,-0.45999565636821726
2024-09-09 00:00:00-04:00,821.3400268554688,835.4000244140625,820.0800170898438,831.7999877929688,430100,0.0,0.0,1.6920100553245776
2024-09-10 00:00:00-04:00,835.9000244140625,865.4500122070312,835.3400268554688,864.780029296875,598600,0.0,0.0,3.9649004553862666
2024-09-11 00:00:00-04:00,854.47998046875,869.27001953125,847.0,867.7000122070312,656300,0.0,0.0,0.33765614505811836
2024-09-12 00:00:00-04:00,874.7100219726562,874.7100219726562,855.4500122070312,868.8099975585938,344200,0.0,0.0,0.1279227078422096
2024-09-13 00:00:00-04:00,869.9000244140625,875.6599731445312,869.9000244140625,871.5399780273438,282000,0.0,0.0,0.3142206554276994
2024-09-16 00:00:00-04:00,871.3800048828125,880.72998046875,871.3800048828125,876.5700073242188,249100,0.0,0.0,0.5771426926691303
2024-09-17 00:00:00-04:00,877.239990234375,881.9600219726562,861.719970703125,864.3300170898438,322200,0.0,0.0,-1.3963505632297757
2024-09-18 00:00:00-04:00,862.2999877929688,872.8699951171875,859.9299926757812,860.9500122070312,288300,0.0,0.0,-0.3910548998625307
